id,title,location_id,location_name,location_slug,city,property_type,area_sqft,bedrooms,bathrooms,property_age,floor_number,total_floors,amenities,amenity_count,has_parking,has_power_backup,has_security,has_gym,has_pool,has_clubhouse,lat,lng,base_micro_price_sqft,fair_value_sqft,fair_value_total,current_price,monthly_rent,rental_yield,infra_score,flood_risk_score,demand_index,supply_index,selling_days,status,listed_date
2720,2 BHK Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Apartment,876,2,2,10,6,12,"[""Children Play Area"", ""Covered Car Parking"", ""EV Charging Station"", ""Intercom"", ""Power Backup""]",5,True,True,False,False,False,False,12.90207,80.23331,6100,6126,5366376,5795686,19677,4.4,84,62,72,78,105,Active,2026-07-12
2721,2 BHK Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Apartment,1137,2,2,11,1,4,"[""Gymnasium"", ""Clubhouse"", ""Children Play Area""]",3,False,False,False,True,False,True,12.89873,80.23103,6100,5609,6377433,6887628,23384,4.4,84,62,72,78,105,Active,2026-06-14
2722,3 BHK Independent House in Porur,5,Porur,porur,Chennai,Independent House,2181,3,3,15,1,1,"[""Clubhouse"", ""EV Charging Station""]",2,False,False,False,False,False,True,13.0268,80.1487,6400,5496,11986776,11507305,42953,4.3,85,42,81,58,65,Active,2026-01-09
2723,2 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,978,2,2,1,3,12,"[""24/7 Security""]",1,False,False,True,False,False,False,12.93702,80.19672,5400,5480,5359440,5252251,17865,4.0,80,52,82,64,70,Sold,2026-06-17
2724,2 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,1083,2,2,11,7,7,"[""Swimming Pool"", ""Power Backup""]",2,False,True,False,False,True,False,12.91787,80.18628,5400,4939,5348937,5348937,17830,4.0,80,52,82,64,70,Sold,2026-05-03
2725,4 BHK Apartment in Perungudi,10,Perungudi,perungudi,Chennai,Apartment,2355,4,3,11,7,14,"[""Power Backup""]",1,False,True,False,False,False,False,12.97712,80.25591,7500,6787,15983385,15663717,59938,4.5,86,58,77,60,72,Active,2026-07-18
2726,1 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,542,1,1,6,9,24,"[""Clubhouse"", ""Intercom""]",2,False,False,False,False,False,True,13.01778,80.20452,11500,11493,6229206,6353790,20245,3.9,96,30,78,45,52,Active,2026-04-23
2727,2 BHK Independent House in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Independent House,3106,2,2,20,1,3,"[""24/7 Security""]",1,False,False,True,False,False,False,13.07434,80.22122,14200,11194,34768564,34073193,81127,2.8,94,22,86,42,48,Sold,2026-05-04
2728,3 BHK Independent House in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Independent House,3170,3,3,4,1,3,"[""Swimming Pool"", ""Rainwater Harvesting"", ""Covered Car Parking"", ""Gymnasium""]",4,True,False,False,True,True,False,12.89353,80.23312,6200,6447,20436990,20028250,69826,4.1,88,45,68,82,115,Active,2026-05-09
2729,3 BHK Independent House in Guindy,6,Guindy,guindy,Chennai,Independent House,2310,3,3,15,1,3,"[""Rainwater Harvesting"", ""Swimming Pool"", ""Covered Car Parking""]",3,True,False,False,False,True,False,13.00021,80.20856,11500,9759,22543290,22092424,73266,3.9,96,30,78,45,52,Active,2026-06-06
2730,3 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,1719,3,2,9,7,7,"[""Covered Car Parking"", ""Intercom""]",2,True,False,False,False,False,False,12.99981,80.20328,11500,11213,19275147,18889644,62644,3.9,96,30,78,45,52,Sold,2026-07-01
2731,4 BHK Penthouse in Adyar,11,Adyar,adyar,Chennai,Penthouse,4300,4,5,3,15,15,"[""Children Play Area"", ""Gymnasium""]",2,False,False,False,True,False,False,12.9941,80.27226,15800,22446,96517800,92657088,209122,2.6,93,38,88,38,42,Active,2026-02-05
2732,2 BHK Apartment in Velachery,2,Velachery,velachery,Chennai,Apartment,1150,2,2,10,10,18,"[""EV Charging Station"", ""Gymnasium""]",2,False,False,False,True,False,False,12.96978,80.20683,7800,7068,8128200,8128200,31158,4.6,82,78,79,62,75,Active,2026-02-27
2733,1 BHK Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Apartment,582,1,1,4,5,6,"[""24/7 Security"", ""Power Backup"", ""Gymnasium"", ""EV Charging Station""]",4,False,True,True,True,False,False,12.9331,80.13456,5100,5126,2983332,3042999,9447,3.8,79,32,84,54,60,Active,2026-03-13
2734,2 BHK Apartment in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Apartment,953,2,2,13,3,16,"[""Covered Car Parking"", ""Intercom"", ""Swimming Pool""]",3,True,False,False,False,True,False,12.89778,80.22855,6200,5468,5211004,5315224,17804,4.1,88,45,68,82,115,Active,2026-03-15
2735,2 BHK Gated Community Apartment in Guindy,6,Guindy,guindy,Chennai,Gated Community Apartment,926,2,2,4,15,17,"[""Power Backup"", ""Children Play Area""]",2,False,True,False,False,False,False,12.99648,80.20186,11500,12674,11736124,12675014,38142,3.9,96,30,78,45,52,Active,2026-06-02
2736,2 BHK Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Apartment,1010,2,2,0,1,7,"[""Children Play Area"", ""Intercom"", ""EV Charging Station""]",3,False,False,False,False,False,False,12.92327,80.12621,5100,5409,5463090,5244566,17300,3.8,79,32,84,54,60,Active,2026-01-11
2737,5 BHK Villa in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Villa,2490,5,5,1,1,2,"[""Intercom"", ""Gymnasium"", ""Children Play Area"", ""Power Backup"", ""Covered Car Parking"", ""24/7 Security"", ""Rainwater Harvesting""]",7,True,True,True,True,False,False,12.90726,80.21764,6100,8080,20119200,19716816,73770,4.4,84,62,72,78,105,Active,2026-03-26
2738,3 BHK Gated Community Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Gated Community Apartment,1515,3,2,8,3,4,"[""24/7 Security"", ""Covered Car Parking"", ""Gymnasium"", ""Children Play Area"", ""Power Backup"", ""Clubhouse""]",6,True,True,True,True,False,True,13.07395,80.2134,14200,14584,22094760,22536655,51554,2.8,94,22,86,42,48,Active,2026-04-19
2739,2 BHK Gated Community Apartment in Porur,5,Porur,porur,Chennai,Gated Community Apartment,905,2,2,1,8,20,"[""24/7 Security"", ""Clubhouse"", ""Children Play Area""]",3,False,False,True,False,False,True,13.04628,80.16337,6400,7218,6532290,7054873,23407,4.3,85,42,81,58,65,Sold,2026-06-17
2740,3 BHK Gated Community Apartment in Guindy,6,Guindy,guindy,Chennai,Gated Community Apartment,1618,3,2,4,1,22,"[""Swimming Pool"", ""24/7 Security"", ""Gymnasium"", ""Children Play Area"", ""Covered Car Parking"", ""Rainwater Harvesting"", ""Clubhouse""]",7,True,False,True,True,True,True,13.00003,80.19697,11500,13131,21245958,22945635,69049,3.9,96,30,78,45,52,Active,2026-05-02
2741,1 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,675,1,1,9,4,11,"[""Covered Car Parking"", ""Power Backup"", ""Intercom"", ""EV Charging Station""]",4,True,True,False,False,False,False,13.00698,80.19668,11500,10882,7345350,7198443,23872,3.9,96,30,78,45,52,Active,2026-01-11
2742,3 BHK Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Apartment,1657,3,3,1,8,10,"[""Rainwater Harvesting""]",1,False,False,False,False,False,False,12.89589,80.21926,6100,6226,10316482,10832306,37827,4.4,84,62,72,78,105,Active,2026-01-13
2743,2 BHK Gated Community Apartment in Porur,5,Porur,porur,Chennai,Gated Community Apartment,1079,2,2,3,2,5,"[""EV Charging Station"", ""Swimming Pool"", ""24/7 Security"", ""Power Backup"", ""Intercom"", ""Covered Car Parking"", ""Gymnasium"", ""Children Play Area""]",8,True,True,True,True,True,False,13.04389,80.15798,6400,7264,7837856,8464884,28086,4.3,85,42,81,58,65,Active,2026-05-06
2744,3 BHK Apartment in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Apartment,1509,3,2,15,19,24,"[""EV Charging Station""]",1,False,False,False,False,False,False,12.85248,80.25724,9200,7975,12034275,12997017,32091,3.2,75,68,69,52,90,Active,2026-05-12
2745,2 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,1082,2,2,11,15,16,"[""Covered Car Parking""]",1,True,False,False,False,False,False,12.91596,80.18628,5400,5293,5727026,6013377,19090,4.0,80,52,82,64,70,Sold,2026-06-08
2746,3 BHK Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Apartment,1524,3,2,11,1,6,"[""Rainwater Harvesting"", ""Gymnasium"", ""Children Play Area""]",3,False,False,False,True,False,False,13.03938,80.24083,14800,13479,20541996,21569096,58202,3.4,95,40,85,36,45,Active,2026-02-08
2747,3 BHK Gated Community Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Gated Community Apartment,1779,3,2,15,10,16,"[""Intercom"", ""24/7 Security""]",2,False,False,True,False,False,False,13.04324,80.23092,14800,14238,25329402,27355754,71767,3.4,95,40,85,36,45,Sold,2026-04-12
2748,3 BHK Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Apartment,1924,3,3,4,14,15,"[""Rainwater Harvesting"", ""Power Backup"", ""Covered Car Parking""]",3,True,True,False,False,False,False,13.03257,80.23114,14800,15500,29822000,30418440,84496,3.4,95,40,85,36,45,Sold,2026-04-28
2749,3 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,1286,3,3,0,6,16,"[""Intercom"", ""Covered Car Parking"", ""Children Play Area"", ""Gymnasium""]",4,True,False,False,True,False,False,12.9182,80.20179,5400,5966,7672276,8286058,25574,4.0,80,52,82,64,70,Active,2026-02-15
2750,3 BHK Gated Community Apartment in Velachery,2,Velachery,velachery,Chennai,Gated Community Apartment,1443,3,3,12,2,4,"[""Gymnasium"", ""Rainwater Harvesting"", ""Children Play Area"", ""24/7 Security"", ""Swimming Pool"", ""Covered Car Parking"", ""EV Charging Station"", ""Clubhouse""]",8,True,False,True,True,True,True,12.97375,80.22398,7800,8017,11568531,11337160,44346,4.6,82,78,79,62,75,Active,2026-01-19
2751,1 BHK Apartment in Adyar,11,Adyar,adyar,Chennai,Apartment,591,1,1,2,1,22,"[""Swimming Pool"", ""Rainwater Harvesting"", ""Power Backup"", ""Gymnasium""]",4,False,True,False,True,True,False,12.98777,80.26512,15800,15671,9261561,9446792,20067,2.6,93,38,88,38,42,Active,2026-06-06
2752,1 BHK Apartment in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Apartment,691,1,1,14,15,20,"[""EV Charging Station"", ""Swimming Pool"", ""Gymnasium"", ""Clubhouse""]",4,False,False,False,True,True,True,12.85797,80.24515,9200,8323,5751193,6211288,15337,3.2,75,68,69,52,90,Active,2026-02-23
2753,2 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,901,2,2,10,5,7,"[""Rainwater Harvesting"", ""Children Play Area"", ""24/7 Security"", ""Power Backup""]",4,False,True,True,False,False,False,12.91796,80.19312,5400,5429,4891529,4695868,16305,4.0,80,52,82,64,70,Active,2026-04-07
2754,2 BHK Apartment in Adyar,11,Adyar,adyar,Chennai,Apartment,1154,2,2,3,7,15,"[""Clubhouse"", ""Rainwater Harvesting"", ""Swimming Pool"", ""Intercom"", ""EV Charging Station""]",5,False,False,False,False,True,True,12.99809,80.2631,15800,16007,18472078,18102636,40023,2.6,93,38,88,38,42,Active,2026-02-28
2755,3 BHK Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Apartment,1750,3,3,5,20,20,"[""Swimming Pool"", ""Rainwater Harvesting"", ""EV Charging Station""]",3,False,False,False,False,True,False,13.04484,80.22901,14800,14655,25646250,25646250,72664,3.4,95,40,85,36,45,Sold,2026-04-24
2756,3 BHK Apartment in Porur,5,Porur,porur,Chennai,Apartment,1817,3,3,6,16,24,"[""Intercom"", ""Gymnasium"", ""Clubhouse""]",3,False,False,False,True,False,True,13.05773,80.16138,6400,6078,11043726,11927224,39573,4.3,85,42,81,58,65,Sold,2026-06-16
2757,3 BHK Independent House in Porur,5,Porur,porur,Chennai,Independent House,2255,3,3,16,1,2,"[""Power Backup"", ""Covered Car Parking"", ""Intercom"", ""EV Charging Station"", ""24/7 Security""]",5,True,True,True,False,False,False,13.04662,80.15929,6400,5267,11877085,11877085,42560,4.3,85,42,81,58,65,Sold,2026-02-12
2758,3 BHK Gated Community Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Gated Community Apartment,1884,3,3,11,2,7,"[""Swimming Pool"", ""Gymnasium"", ""Power Backup""]",3,False,True,False,True,True,False,12.91388,80.17832,5400,5215,9825060,9432058,32750,4.0,80,52,82,64,70,Active,2026-03-14
2759,3 BHK Apartment in Adyar,11,Adyar,adyar,Chennai,Apartment,1432,3,3,2,4,19,"[""Children Play Area"", ""Power Backup"", ""Intercom"", ""Clubhouse"", ""Gymnasium""]",5,False,True,False,True,False,True,13.00467,80.25608,15800,18167,26015144,28096356,56366,2.6,93,38,88,38,42,Sold,2026-06-03
2760,3 BHK Gated Community Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Gated Community Apartment,1769,3,2,12,3,5,"[""Clubhouse"", ""Intercom"", ""EV Charging Station"", ""Rainwater Harvesting"", ""Gymnasium"", ""Covered Car Parking""]",6,True,False,False,True,False,True,13.0757,80.20881,14200,14023,24806687,24806687,57882,2.8,94,22,86,42,48,Active,2026-02-14
2761,3 BHK Penthouse in T. Nagar,12,T. Nagar,t-nagar,Chennai,Penthouse,3356,3,4,8,20,20,"[""24/7 Security"", ""EV Charging Station"", ""Gymnasium"", ""Swimming Pool"", ""Intercom""]",5,False,False,True,True,True,False,13.0448,80.22411,14800,20027,67210612,70571143,190430,3.4,95,40,85,36,45,Sold,2026-05-28
2762,3 BHK Gated Community Apartment in Adyar,11,Adyar,adyar,Chennai,Gated Community Apartment,1577,3,3,7,4,7,"[""Clubhouse"", ""Rainwater Harvesting"", ""Intercom"", ""24/7 Security"", ""Gymnasium"", ""Swimming Pool""]",6,False,False,True,True,True,True,13.01057,80.25736,15800,17001,26810577,27346789,58090,2.6,93,38,88,38,42,Active,2026-05-14
2763,3 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,1288,3,2,8,21,22,"[""Covered Car Parking"", ""Swimming Pool"", ""Rainwater Harvesting"", ""Clubhouse""]",4,True,False,False,False,True,True,13.00726,80.20172,11500,11146,14356048,14643169,46657,3.9,96,30,78,45,52,Active,2026-04-24
2764,3 BHK Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Apartment,1856,3,2,6,10,18,"[""Clubhouse""]",1,False,False,False,False,False,True,12.88194,80.21909,6100,5559,10317504,11142904,37831,4.4,84,62,72,78,105,Active,2026-03-21
2765,3 BHK Villa in Guindy,6,Guindy,guindy,Chennai,Villa,3214,3,3,1,1,2,"[""Covered Car Parking"", ""EV Charging Station"", ""Rainwater Harvesting"", ""Swimming Pool"", ""24/7 Security"", ""Gymnasium"", ""Power Backup""]",7,True,True,True,True,True,False,12.99685,80.20439,11500,15914,51147596,50124644,166230,3.9,96,30,78,45,52,Sold,2026-03-17
2766,4 BHK Penthouse in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Penthouse,3570,4,5,5,24,24,"[""Covered Car Parking"", ""Children Play Area"", ""Clubhouse"", ""24/7 Security"", ""EV Charging Station""]",5,True,False,True,False,False,True,12.89491,80.23848,6200,8490,30309300,29703114,103557,4.1,88,45,68,82,115,Sold,2026-01-14
2767,2 BHK Apartment in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Apartment,1085,2,2,10,3,4,"[""Children Play Area""]",1,False,False,False,False,False,False,12.8533,80.25222,9200,8174,8868790,9312230,23650,3.2,75,68,69,52,90,Active,2026-02-25
2768,3 BHK Gated Community Apartment in Perungudi,10,Perungudi,perungudi,Chennai,Gated Community Apartment,1559,3,3,2,1,7,"[""24/7 Security"", ""Clubhouse""]",2,False,False,True,False,False,True,12.97013,80.25617,7500,7916,12341044,12587865,46279,4.5,86,58,77,60,72,Active,2026-05-16
2769,3 BHK Apartment in Porur,5,Porur,porur,Chennai,Apartment,1637,3,3,3,5,22,"[""Gymnasium""]",1,False,False,False,True,False,False,13.0505,80.16028,6400,6152,10070824,10574365,36087,4.3,85,42,81,58,65,Active,2026-05-18
2770,3 BHK Independent House in Adyar,11,Adyar,adyar,Chennai,Independent House,1565,3,3,6,1,1,"[""Power Backup"", ""Covered Car Parking"", ""EV Charging Station"", ""Clubhouse"", ""Gymnasium""]",5,True,True,False,True,False,True,13.00927,80.25725,15800,16335,25564275,26842489,55389,2.6,93,38,88,38,42,Active,2026-05-21
2771,2 BHK Apartment in Velachery,2,Velachery,velachery,Chennai,Apartment,1016,2,2,6,2,19,"[""EV Charging Station"", ""Covered Car Parking"", ""Children Play Area""]",3,True,False,False,False,False,False,12.97143,80.2292,7800,8007,8135112,7809708,31185,4.6,82,78,79,62,75,Active,2026-07-27
2772,2 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,1201,2,2,5,7,9,"[""Covered Car Parking"", ""Rainwater Harvesting"", ""24/7 Security""]",3,True,False,True,False,False,False,12.92525,80.18813,5400,5412,6499812,6629808,21666,4.0,80,52,82,64,70,Active,2026-01-06
2773,3 BHK Apartment in Velachery,2,Velachery,velachery,Chennai,Apartment,1629,3,3,4,6,16,"[""Rainwater Harvesting"", ""24/7 Security""]",2,False,False,True,False,False,False,12.9775,80.22834,7800,7139,11629431,11164254,44579,4.6,82,78,79,62,75,Active,2026-07-03
2774,2 BHK Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Apartment,1001,2,2,12,5,11,"[""Swimming Pool"", ""Covered Car Parking"", ""24/7 Security"", ""Power Backup""]",4,True,True,True,False,True,False,12.90332,80.23105,6100,5331,5336331,5763237,19567,4.4,84,62,72,78,105,Sold,2026-06-02
2775,1 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,583,1,1,2,17,22,"[""EV Charging Station""]",1,False,False,False,False,False,False,12.93133,80.18571,5400,5813,3388979,3558428,11297,4.0,80,52,82,64,70,Active,2026-03-04
2776,2 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,918,2,2,2,3,6,"[""Swimming Pool"", ""Clubhouse""]",2,False,False,False,False,True,True,12.92627,80.20156,5400,5299,4864482,4767192,16215,4.0,80,52,82,64,70,Sold,2026-01-16
2777,2 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,1046,2,2,10,2,20,"[""24/7 Security"", ""Gymnasium"", ""Covered Car Parking"", ""Clubhouse""]",4,True,False,True,True,False,True,13.01297,80.21272,11500,11116,11627336,11162243,37789,3.9,96,30,78,45,52,Sold,2026-06-07
2778,2 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,1224,2,2,10,2,4,"[""Gymnasium"", ""Covered Car Parking"", ""Children Play Area"", ""Intercom"", ""Clubhouse""]",5,True,False,False,True,False,True,12.9207,80.19771,5400,5247,6422328,6743444,21408,4.0,80,52,82,64,70,Sold,2026-06-20
2779,3 BHK Gated Community Apartment in Velachery,2,Velachery,velachery,Chennai,Gated Community Apartment,1764,3,2,10,2,22,"[""24/7 Security"", ""Clubhouse"", ""Intercom""]",3,False,False,True,False,False,True,12.97784,80.20384,7800,7332,12933648,12416302,49579,4.6,82,78,79,62,75,Active,2026-07-04
2780,3 BHK Independent House in Adyar,11,Adyar,adyar,Chennai,Independent House,2259,3,3,20,1,1,"[""Rainwater Harvesting"", ""24/7 Security"", ""Gymnasium"", ""Clubhouse"", ""Swimming Pool""]",5,False,False,True,True,True,True,13.01122,80.25578,15800,13277,29992743,29992743,64984,2.6,93,38,88,38,42,Sold,2026-01-07
2781,4 BHK Independent House in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Independent House,2725,4,4,20,1,3,"[""Rainwater Harvesting"", ""Gymnasium""]",2,False,False,False,True,False,False,12.86048,80.23987,9200,6900,18802500,18802500,50140,3.2,75,68,69,52,90,Active,2026-04-11
2782,1 BHK Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Apartment,550,1,1,3,1,9,"[""24/7 Security"", ""Swimming Pool"", ""Clubhouse"", ""Intercom""]",4,False,False,True,False,True,True,12.92585,80.11857,5100,5455,3000250,3150262,9501,3.8,79,32,84,54,60,Active,2026-06-10
2783,2 BHK Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Apartment,1166,2,2,12,17,20,"[""Covered Car Parking"", ""24/7 Security"", ""Gymnasium"", ""Rainwater Harvesting""]",4,True,False,True,True,False,False,13.04757,80.23384,14800,15256,17788496,18677921,50401,3.4,95,40,85,36,45,Sold,2026-02-26
2784,2 BHK Gated Community Apartment in Perungudi,10,Perungudi,perungudi,Chennai,Gated Community Apartment,1188,2,2,10,15,16,"[""Gymnasium"", ""Children Play Area"", ""24/7 Security"", ""Clubhouse"", ""Covered Car Parking"", ""EV Charging Station""]",6,True,False,True,True,False,True,12.96688,80.24412,7500,7320,8696160,8348314,32611,4.5,86,58,77,60,72,Active,2026-03-07
2785,3 BHK Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Apartment,1853,3,2,6,1,7,"[""Intercom""]",1,False,False,False,False,False,False,12.93632,80.12807,5100,4720,8746160,8746160,27696,3.8,79,32,84,54,60,Active,2026-02-04
2786,2 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,1123,2,2,9,4,9,"[""Intercom"", ""24/7 Security""]",2,False,False,True,False,False,False,13.00197,80.20513,11500,11154,12525942,13528017,40709,3.9,96,30,78,45,52,Active,2026-06-05
2787,5 BHK Villa in Tambaram,3,Tambaram,tambaram,Chennai,Villa,3231,5,5,2,1,3,"[""EV Charging Station"", ""Gymnasium"", ""Power Backup"", ""Children Play Area"", ""Intercom""]",5,False,True,False,True,False,False,12.9168,80.13627,5100,6563,21205053,20356851,67149,3.8,79,32,84,54,60,Active,2026-03-08
